"scenario","N","T","r_true","r_est","rank_misspec_add","K","SNR_target","sigma2","N1k","T1k","N2k","T2k","c_ell","c_u","rep","method","xy_type","mu_true","mu_hat","sq_err"
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,45,39,55,41,0.4389774723057,1.35724497734222,348,"oracle_local","leading_eigenvectors_U2V2",0.724912604278513,0.785300589788312,0.00364670879393169
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,45,54,55,26,0.647963069879529,1.45894998077038,349,"real_pool_misspec","leading_eigenvectors_U2V2",0.0406852875280182,0.106878650735803,0.00438156133275776
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,45,54,55,26,0.647963069879529,1.45894998077038,349,"real_nopool_misspec","leading_eigenvectors_U2V2",0.0406852875280182,-0.0424793607754157,0.00691635872743386
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,45,54,55,26,0.647963069879529,1.45894998077038,349,"oracle_pool","leading_eigenvectors_U2V2",0.0406852875280182,-0.0211522283046807,0.00382387836435929
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,45,54,55,26,0.647963069879529,1.45894998077038,349,"oracle_nopool","leading_eigenvectors_U2V2",0.0406852875280182,-0.133349929307373,0.0302882566989418
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,45,54,55,26,0.647963069879529,1.45894998077038,349,"oracle_local","leading_eigenvectors_U2V2",0.0406852875280182,-0.0699616681050658,0.0122427487908697
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,57,48,43,32,0.570744312693681,1.710044449619,350,"real_pool_misspec","leading_eigenvectors_U2V2",0.341745595602252,0.251371006161397,0.00816756641660308
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,57,48,43,32,0.570744312693681,1.710044449619,350,"real_nopool_misspec","leading_eigenvectors_U2V2",0.341745595602252,0.343229297924945,2.20137258236547e-06
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,57,48,43,32,0.570744312693681,1.710044449619,350,"oracle_pool","leading_eigenvectors_U2V2",0.341745595602252,0.35922022556201,0.000305362692230496
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,57,48,43,32,0.570744312693681,1.710044449619,350,"oracle_nopool","leading_eigenvectors_U2V2",0.341745595602252,0.373096731553676,0.000982893725444689
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,57,48,43,32,0.570744312693681,1.710044449619,350,"oracle_local","leading_eigenvectors_U2V2",0.341745595602252,0.457532452161613,0.0134065961518981
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,43,47,57,33,0.467755654651336,1.37098103597022,351,"real_pool_misspec","leading_eigenvectors_U2V2",0.126444734939197,-0.147872343207305,0.0752498593628336
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,43,47,57,33,0.467755654651336,1.37098103597022,351,"real_nopool_misspec","leading_eigenvectors_U2V2",0.126444734939197,0.149335828507561,0.000524002164755615
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,43,47,57,33,0.467755654651336,1.37098103597022,351,"oracle_pool","leading_eigenvectors_U2V2",0.126444734939197,-0.00669228602578793,0.0177254663514307
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,43,47,57,33,0.467755654651336,1.37098103597022,351,"oracle_nopool","leading_eigenvectors_U2V2",0.126444734939197,0.0211235047332823,0.0110925615320872
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,43,47,57,33,0.467755654651336,1.37098103597022,351,"oracle_local","leading_eigenvectors_U2V2",0.126444734939197,0.0810712639706752,0.00205875186773125
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,39,30,61,50,0.409511895772975,1.46793644501976,352,"real_pool_misspec","leading_eigenvectors_U2V2",0.45343959918475,0.721112519495365,0.0716487922676126
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,39,30,61,50,0.409511895772975,1.46793644501976,352,"real_nopool_misspec","leading_eigenvectors_U2V2",0.45343959918475,0.491427310041771,0.00144306617615665
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,39,30,61,50,0.409511895772975,1.46793644501976,352,"oracle_pool","leading_eigenvectors_U2V2",0.45343959918475,0.529843995083207,0.00583763171260815
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,39,30,61,50,0.409511895772975,1.46793644501976,352,"oracle_nopool","leading_eigenvectors_U2V2",0.45343959918475,0.802907475619575,0.122127796659866
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,39,30,61,50,0.409511895772975,1.46793644501976,352,"oracle_local","leading_eigenvectors_U2V2",0.45343959918475,0.525512910394759,0.00519456218877487
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,61,38,39,42,0.49986225713441,1.69143494586265,353,"real_pool_misspec","leading_eigenvectors_U2V2",-0.351301002514947,-0.360507749164115,8.47641838619577e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,61,38,39,42,0.49986225713441,1.69143494586265,353,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.351301002514947,-0.254834677529955,0.00930575185611024
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,61,38,39,42,0.49986225713441,1.69143494586265,353,"oracle_pool","leading_eigenvectors_U2V2",-0.351301002514947,-0.358809760563663,5.63814474341503e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,61,38,39,42,0.49986225713441,1.69143494586265,353,"oracle_nopool","leading_eigenvectors_U2V2",-0.351301002514947,-0.360272533164364,8.04883621934241e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,61,38,39,42,0.49986225713441,1.69143494586265,353,"oracle_local","leading_eigenvectors_U2V2",-0.351301002514947,-0.445479597416293,0.00886960773759171
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,43,33,57,47,0.44739086545534,1.63483120902385,354,"real_pool_misspec","leading_eigenvectors_U2V2",-0.556310106555993,-0.440835726649977,0.013334332414679
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,43,33,57,47,0.44739086545534,1.63483120902385,354,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.556310106555993,-0.145605511561598,0.16867826434951
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,43,33,57,47,0.44739086545534,1.63483120902385,354,"oracle_pool","leading_eigenvectors_U2V2",-0.556310106555993,-0.7349936538118,0.0319278100599181
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,43,33,57,47,0.44739086545534,1.63483120902385,354,"oracle_nopool","leading_eigenvectors_U2V2",-0.556310106555993,-0.88678194480223,0.109211635873847
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,43,33,57,47,0.44739086545534,1.63483120902385,354,"oracle_local","leading_eigenvectors_U2V2",-0.556310106555993,-0.76937196519102,0.0453953556050122
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,51,45,49,35,0.425183412243796,1.51032243648303,355,"real_pool_misspec","leading_eigenvectors_U2V2",-0.0156298806864465,-0.0664895805791388,0.00258670907317473
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,51,45,49,35,0.425183412243796,1.51032243648303,355,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.0156298806864465,0.0485723084025203,0.00412192108381545
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,51,45,49,35,0.425183412243796,1.51032243648303,355,"oracle_pool","leading_eigenvectors_U2V2",-0.0156298806864465,-0.0802893754552289,0.00418085026375419
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,51,45,49,35,0.425183412243796,1.51032243648303,355,"oracle_nopool","leading_eigenvectors_U2V2",-0.0156298806864465,-0.12238573310893,0.011396812026451
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,51,45,49,35,0.425183412243796,1.51032243648303,355,"oracle_local","leading_eigenvectors_U2V2",-0.0156298806864465,0.0725793670234185,0.00778087138154033
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,58,34,42,46,0.615941345056906,1.49483911327857,356,"real_pool_misspec","leading_eigenvectors_U2V2",0.0376724636760289,-0.100578847377475,0.0191134250080128
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,58,34,42,46,0.615941345056906,1.49483911327857,356,"real_nopool_misspec","leading_eigenvectors_U2V2",0.0376724636760289,0.0153578010670585,0.000497944167352184
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,58,34,42,46,0.615941345056906,1.49483911327857,356,"oracle_pool","leading_eigenvectors_U2V2",0.0376724636760289,-0.00201266705709254,0.00157490960130494
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,58,34,42,46,0.615941345056906,1.49483911327857,356,"oracle_nopool","leading_eigenvectors_U2V2",0.0376724636760289,-0.00397649671298841,0.00173463590148593
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,58,34,42,46,0.615941345056906,1.49483911327857,356,"oracle_local","leading_eigenvectors_U2V2",0.0376724636760289,0.0592949330458454,0.000467531181648653
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,64,33,36,47,0.350478402713921,1.54395796474739,357,"real_pool_misspec","leading_eigenvectors_U2V2",0.0167366268568732,-0.033282836839323,0.00250194674845509
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,64,33,36,47,0.350478402713921,1.54395796474739,357,"real_nopool_misspec","leading_eigenvectors_U2V2",0.0167366268568732,-0.0287927903423468,0.00207292783050063
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,64,33,36,47,0.350478402713921,1.54395796474739,357,"oracle_pool","leading_eigenvectors_U2V2",0.0167366268568732,-0.0414852537095368,0.00338978737668931
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,64,33,36,47,0.350478402713921,1.54395796474739,357,"oracle_nopool","leading_eigenvectors_U2V2",0.0167366268568732,-0.116360112357336,0.0177147419894552
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,64,33,36,47,0.350478402713921,1.54395796474739,357,"oracle_local","leading_eigenvectors_U2V2",0.0167366268568732,-0.0708826080173531,0.00767713031994484
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,69,53,31,27,0.512887303307065,1.46617413593488,358,"real_pool_misspec","leading_eigenvectors_U2V2",0.52388717919789,0.396246883896916,0.0162920449845198
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,69,53,31,27,0.512887303307065,1.46617413593488,358,"real_nopool_misspec","leading_eigenvectors_U2V2",0.52388717919789,0.367077240022475,0.0245893570241972
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,69,53,31,27,0.512887303307065,1.46617413593488,358,"oracle_pool","leading_eigenvectors_U2V2",0.52388717919789,0.594137992930639,0.00493517683011347
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,69,53,31,27,0.512887303307065,1.46617413593488,358,"oracle_nopool","leading_eigenvectors_U2V2",0.52388717919789,0.461623851084174,0.00387672202779625
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,69,53,31,27,0.512887303307065,1.46617413593488,358,"oracle_local","leading_eigenvectors_U2V2",0.52388717919789,0.447088405878158,0.00589805158341556
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,50,42,50,38,0.579500424120801,1.39984135891076,359,"real_pool_misspec","leading_eigenvectors_U2V2",-0.615718693727591,-0.624039427683359,6.9234613562675e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,50,42,50,38,0.579500424120801,1.39984135891076,359,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.615718693727591,-0.158033572877096,0.209475669847932
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,50,42,50,38,0.579500424120801,1.39984135891076,359,"oracle_pool","leading_eigenvectors_U2V2",-0.615718693727591,-0.736120580918546,0.0144966144391436
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,50,42,50,38,0.579500424120801,1.39984135891076,359,"oracle_nopool","leading_eigenvectors_U2V2",-0.615718693727591,-0.731167521911174,0.0133284319289626
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,50,42,50,38,0.579500424120801,1.39984135891076,359,"oracle_local","leading_eigenvectors_U2V2",-0.615718693727591,-0.698380999913278,0.00683305686393627
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,39,30,61,50,0.275614369814724,1.594655184818,360,"real_pool_misspec","leading_eigenvectors_U2V2",-0.29018820399892,-0.243570284956314,0.00217323037586293
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,39,30,61,50,0.275614369814724,1.594655184818,360,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.29018820399892,-0.130701468502761,0.0254360187992216
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,39,30,61,50,0.275614369814724,1.594655184818,360,"oracle_pool","leading_eigenvectors_U2V2",-0.29018820399892,-0.173725497282753,0.0135635620556559
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,39,30,61,50,0.275614369814724,1.594655184818,360,"oracle_nopool","leading_eigenvectors_U2V2",-0.29018820399892,-0.474124727338855,0.0338326446183825
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,39,30,61,50,0.275614369814724,1.594655184818,360,"oracle_local","leading_eigenvectors_U2V2",-0.29018820399892,-0.270104026476273,0.000403374186761166
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,39,51,61,29,0.487003985991762,1.45786352143729,361,"real_pool_misspec","leading_eigenvectors_U2V2",0.0127878872795378,0.121141437680975,0.0117404918845967
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,39,51,61,29,0.487003985991762,1.45786352143729,361,"real_nopool_misspec","leading_eigenvectors_U2V2",0.0127878872795378,-0.115268171387207,0.0163983541612607
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,39,51,61,29,0.487003985991762,1.45786352143729,361,"oracle_pool","leading_eigenvectors_U2V2",0.0127878872795378,-0.0645043920129132,0.00597409643822226
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,39,51,61,29,0.487003985991762,1.45786352143729,361,"oracle_nopool","leading_eigenvectors_U2V2",0.0127878872795378,0.141336330213075,0.0165247021806368
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,39,51,61,29,0.487003985991762,1.45786352143729,361,"oracle_local","leading_eigenvectors_U2V2",0.0127878872795378,0.156031164157608,0.0205186363707674
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,44,42,56,38,0.453101730030358,1.42630307385972,362,"real_pool_misspec","leading_eigenvectors_U2V2",0.468542210779863,0.135812512301951,0.110709052249203
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,44,42,56,38,0.453101730030358,1.42630307385972,362,"real_nopool_misspec","leading_eigenvectors_U2V2",0.468542210779863,0.0910525891003467,0.142498414475745
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,44,42,56,38,0.453101730030358,1.42630307385972,362,"oracle_pool","leading_eigenvectors_U2V2",0.468542210779863,0.453870871697696,0.000215248190463929
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,44,42,56,38,0.453101730030358,1.42630307385972,362,"oracle_nopool","leading_eigenvectors_U2V2",0.468542210779863,0.58279675163944,0.0130541001070326
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,44,42,56,38,0.453101730030358,1.42630307385972,362,"oracle_local","leading_eigenvectors_U2V2",0.468542210779863,0.606592115664178,0.0190577762385685
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,57,47,43,33,0.642109827913763,1.46956601080431,363,"real_pool_misspec","leading_eigenvectors_U2V2",-0.213311712320958,-0.196314148658996,0.000288917170442453
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,57,47,43,33,0.642109827913763,1.46956601080431,363,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.213311712320958,-0.174683807657435,0.00149211501869424
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,57,47,43,33,0.642109827913763,1.46956601080431,363,"oracle_pool","leading_eigenvectors_U2V2",-0.213311712320958,-0.294345432581267,0.00656646381922604
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,57,47,43,33,0.642109827913763,1.46956601080431,363,"oracle_nopool","leading_eigenvectors_U2V2",-0.213311712320958,-0.262893784062725,0.00245838183820569
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,57,47,43,33,0.642109827913763,1.46956601080431,363,"oracle_local","leading_eigenvectors_U2V2",-0.213311712320958,-0.216996748146419,1.35794890349284e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,37,31,63,49,0.322514037838725,1.60632147403829,364,"real_pool_misspec","leading_eigenvectors_U2V2",0.0433538401459982,-0.153111794620974,0.0385987456443892
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,37,31,63,49,0.322514037838725,1.60632147403829,364,"real_nopool_misspec","leading_eigenvectors_U2V2",0.0433538401459982,0.0632511498986047,0.000395902935391169
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,37,31,63,49,0.322514037838725,1.60632147403829,364,"oracle_pool","leading_eigenvectors_U2V2",0.0433538401459982,-0.0142575065822759,0.00331906727184542
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,37,31,63,49,0.322514037838725,1.60632147403829,364,"oracle_nopool","leading_eigenvectors_U2V2",0.0433538401459982,0.182136629539228,0.0192606626317656
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,37,31,63,49,0.322514037838725,1.60632147403829,364,"oracle_local","leading_eigenvectors_U2V2",0.0433538401459982,-0.0549777158715427,0.00966909490883077
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,33,58,67,22,0.531110586507381,1.55414904703741,365,"real_pool_misspec","leading_eigenvectors_U2V2",0.201126937523869,0.348908240889947,0.0218393136245768
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,33,58,67,22,0.531110586507381,1.55414904703741,365,"real_nopool_misspec","leading_eigenvectors_U2V2",0.201126937523869,0.360562219699988,0.0254196092025788
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,33,58,67,22,0.531110586507381,1.55414904703741,365,"oracle_pool","leading_eigenvectors_U2V2",0.201126937523869,0.327865449260978,0.0160626503573374
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,33,58,67,22,0.531110586507381,1.55414904703741,365,"oracle_nopool","leading_eigenvectors_U2V2",0.201126937523869,0.314211787434071,0.012788183279213
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,33,58,67,22,0.531110586507381,1.55414904703741,365,"oracle_local","leading_eigenvectors_U2V2",0.201126937523869,0.138242869776369,0.00395440597647221
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,50,49,50,31,0.623010304625517,1.486983514676,366,"real_pool_misspec","leading_eigenvectors_U2V2",0.169546068796362,0.1905688858063,0.000441958835033338
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,50,49,50,31,0.623010304625517,1.486983514676,366,"real_nopool_misspec","leading_eigenvectors_U2V2",0.169546068796362,-0.0900707076456049,0.0674008706101181
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,50,49,50,31,0.623010304625517,1.486983514676,366,"oracle_pool","leading_eigenvectors_U2V2",0.169546068796362,0.12104794046439,0.00235206845170441
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,50,49,50,31,0.623010304625517,1.486983514676,366,"oracle_nopool","leading_eigenvectors_U2V2",0.169546068796362,0.114085043875796,0.00307592528523956
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,50,49,50,31,0.623010304625517,1.486983514676,366,"oracle_local","leading_eigenvectors_U2V2",0.169546068796362,0.128888227526861,0.00165306005669595
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,60,35,40,45,0.306966934761891,1.57312759217959,367,"real_pool_misspec","leading_eigenvectors_U2V2",-0.709514460156827,-0.562894283375526,0.0214974762393797
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,60,35,40,45,0.306966934761891,1.57312759217959,367,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.709514460156827,-0.169331164283145,0.291797993140954
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,60,35,40,45,0.306966934761891,1.57312759217959,367,"oracle_pool","leading_eigenvectors_U2V2",-0.709514460156827,-0.700565908874625,8.00765700501943e-05
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,60,35,40,45,0.306966934761891,1.57312759217959,367,"oracle_nopool","leading_eigenvectors_U2V2",-0.709514460156827,-0.832241758716411,0.0150619898117334
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,60,35,40,45,0.306966934761891,1.57312759217959,367,"oracle_local","leading_eigenvectors_U2V2",-0.709514460156827,-0.64134919781129,0.00464650299063578
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,42,60,58,20,0.608396838453173,1.30703160284398,368,"real_pool_misspec","leading_eigenvectors_U2V2",-0.597757455762393,-0.494327681608771,0.0106977181814693
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,42,60,58,20,0.608396838453173,1.30703160284398,368,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.597757455762393,-0.393854330578041,0.0415764844599456
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,42,60,58,20,0.608396838453173,1.30703160284398,368,"oracle_pool","leading_eigenvectors_U2V2",-0.597757455762393,-0.570940429298569,0.000719152908361455
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,42,60,58,20,0.608396838453173,1.30703160284398,368,"oracle_nopool","leading_eigenvectors_U2V2",-0.597757455762393,-0.517648634914285,0.00641742317767428
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,42,60,58,20,0.608396838453173,1.30703160284398,368,"oracle_local","leading_eigenvectors_U2V2",-0.597757455762393,-0.511810881146337,0.00738681368823319
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,56,60,44,20,0.488425984246248,1.58505224791403,369,"real_pool_misspec","leading_eigenvectors_U2V2",-0.231803012839685,-0.157793746165581,0.00547737155363869
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,56,60,44,20,0.488425984246248,1.58505224791403,369,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.231803012839685,-0.12571485324769,0.0112546976056167
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,56,60,44,20,0.488425984246248,1.58505224791403,369,"oracle_pool","leading_eigenvectors_U2V2",-0.231803012839685,-0.123697141719275,0.0116868793707027
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,56,60,44,20,0.488425984246248,1.58505224791403,369,"oracle_nopool","leading_eigenvectors_U2V2",-0.231803012839685,-0.12485291007247,0.0114383244819179
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,56,60,44,20,0.488425984246248,1.58505224791403,369,"oracle_local","leading_eigenvectors_U2V2",-0.231803012839685,-0.233013711306652,1.46579077791491e-06
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,35,44,65,36,0.437185630933423,1.40072441931487,370,"real_pool_misspec","leading_eigenvectors_U2V2",-0.153830473327189,-0.164164334405274,0.000106788684781157
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,35,44,65,36,0.437185630933423,1.40072441931487,370,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.153830473327189,-0.0605193030429742,0.00870697449980974
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,35,44,65,36,0.437185630933423,1.40072441931487,370,"oracle_pool","leading_eigenvectors_U2V2",-0.153830473327189,-0.139398251118623,0.000208289037877425
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,35,44,65,36,0.437185630933423,1.40072441931487,370,"oracle_nopool","leading_eigenvectors_U2V2",-0.153830473327189,-0.271772479383546,0.0139103167925977
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,35,44,65,36,0.437185630933423,1.40072441931487,370,"oracle_local","leading_eigenvectors_U2V2",-0.153830473327189,-0.117777266739017,0.0012998337052894
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,52,60,48,20,0.493851077196715,1.55226501640947,371,"real_pool_misspec","leading_eigenvectors_U2V2",-0.102652106436273,-0.0269484353089196,0.00573104582215844
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,11,5,2,1,0.0036,52,60,48,20,0.493851077196715,1.55226501640947,371,"real_nopool_misspec","leading_eigenvectors_U2V2",-0.102652106436273,0.0300983804376761,0.0176226917652705
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,52,60,48,20,0.493851077196715,1.55226501640947,371,"oracle_pool","leading_eigenvectors_U2V2",-0.102652106436273,-0.0921481400488146,0.000110333309868851
"window_leadingEigXY_allEstimatedRankMisspec",100,80,6,NA,5,2,1,0.0036,52,60,48,20,0.493851077196715,1.55226501640947,371,"oracle_nopool","leading_eigenvectors_U2V2",-0.102652106436273,0.080813473146153,0.0336596188915154
